"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","%White Non-Hispanic"," %Black Hispanic","%White Hispanic","%Other Hispanic","% Hispanic","% Multiple Race","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 000100",="17167000100",16,98,16,100,6,6,3.1,49,390,541,15635,5105,-1,36,14,7,43,56,-1,31,24,94,63,13,63,94,69,20,100,12,-1,75,19,6,-1,44,44,-1,-1,56,-1,-1,-1,0,0,2,116,94,177,-1,19,81,50,19,8,51,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 000201",="17167000201",18,97,18,100,3,22,2.5,45,284,554,11548,4619,7,47,20,-1,27,39,6,39,19,94,78,-1,72,94,72,13,67,13,17,61,6,17,-1,56,56,-1,-1,44,-1,-1,-1,0,0,6,73,94,140,17,22,61,22,10,14,68,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 000202",="17167000202",134,98,135,100,5,21,1.6,220,304,529,13153,8071,3,30,26,27,14,18,3,74,24,97,68,-1,27,81,27,43,14,19,7,35,12,47,7,36,33,1,1,56,-1,-1,-1,0,1,4,53,97,93,59,29,13,15,35,23,42,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 000300",="17167000300",48,97,48,100,4,8,2.6,127,375,588,14610,5522,2,16,34,23,25,33,2,56,23,100,79,2,56,85,56,40,80,21,4,54,31,10,-1,71,65,-1,-1,29,-1,6,-1,6,0,9,71,98,172,21,29,50,21,16,26,71,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 000400",="17167000400",65,97,64,100,5,13,2.8,176,336,585,13184,4794,4,35,22,15,25,30,2,55,21,95,77,-1,52,83,50,47,67,22,3,67,20,9,-1,75,72,3,-1,25,-1,-1,-1,0,0,4,58,86,158,33,27,41,11,14,19,88,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 000501",="17167000501",6,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 000503",="17167000503",52,97,52,100,5,25,2.4,126,341,496,12677,5232,14,34,24,10,18,44,4,48,20,98,83,2,50,75,50,41,67,21,8,67,19,6,-1,62,58,-1,-1,37,2,2,-1,4,0,11,74,67,176,40,23,37,12,16,17,87,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 000504",="17167000504",16,97,16,100,4,19,3.3,52,420,562,15091,4643,-1,21,14,29,36,44,6,38,22,100,75,6,69,94,75,21,100,15,13,56,19,13,-1,88,88,-1,-1,13,-1,-1,-1,0,0,4,87,100,198,-1,13,88,38,15,15,95,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 000600",="17167000600",84,97,83,100,5,16,2.6,212,283,568,11424,4472,4,35,24,20,17,41,4,41,19,100,80,2,64,84,61,30,100,17,12,60,17,11,1,72,69,1,1,28,-1,1,-1,1,2,14,73,96,169,6,28,66,40,28,15,56,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 000700",="17167000700",34,97,34,100,5,9,2.6,89,407,591,15085,5763,6,35,10,13,35,56,6,29,24,94,71,3,53,91,53,26,67,15,3,65,24,9,3,74,71,-1,-1,26,3,-1,-1,3,0,7,94,100,172,9,44,47,35,23,14,95,="NA",="44100",="30835",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 000800",="17167000800",268,98,264,100,5,12,2.6,678,365,564,15229,5930,7,26,22,18,27,49,3,40,24,95,74,2,60,92,60,25,91,17,5,67,15,13,0,85,84,0,-1,15,-1,1,-1,1,0,11,75,97,155,19,39,42,19,46,66,77,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 000900",="17167000900",427,98,418,100,5,22,1.3,546,257,544,10566,8089,6,44,29,13,9,17,0,72,20,99,85,0,7,59,7,46,32,33,2,27,35,36,2,44,39,1,1,55,0,2,0,3,1,8,61,11,168,87,6,7,4,50,43,45,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 001001",="17167001001",106,97,109,100,6,16,1.1,121,340,462,16568,14925,-1,16,33,27,24,5,-1,94,31,92,53,1,2,80,3,-1,2,2,-1,3,1,96,20,6,6,-1,-1,94,-1,-1,-1,0,0,5,65,4,157,96,-1,4,2,5,17,62,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 001003",="17167001003",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 001004",="17167001004",23,97,23,100,5,13,1.9,43,291,575,10871,5815,-1,73,14,-1,14,17,-1,78,19,100,87,-1,35,70,30,68,100,37,9,52,35,4,-1,65,61,4,-1,35,-1,-1,-1,0,0,8,95,96,134,48,26,26,22,4,22,39,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 001100",="17167001100",11,97,11,100,5,36,2.1,23,298,605,9932,4750,-1,50,25,13,13,27,-1,45,17,91,91,-1,55,73,55,20,100,17,36,36,18,9,-1,73,73,-1,-1,27,-1,-1,-1,0,0,6,53,100,119,27,55,18,27,15,9,83,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 001200",="17167001200",33,97,33,100,4,21,3,98,370,602,13148,4427,16,26,19,6,32,48,9,36,20,100,76,-1,58,76,55,19,100,10,3,70,21,6,3,79,79,-1,-1,21,-1,-1,-1,0,0,5,50,94,149,30,33,36,6,18,17,66,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 001300",="17167001300",156,98,152,100,5,18,1.4,211,261,537,10814,7790,7,48,22,10,13,22,4,60,20,95,83,-1,14,62,14,34,63,33,2,28,33,37,2,61,59,-1,1,39,1,1,-1,2,1,6,63,37,121,76,16,7,11,33,34,43,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 001400",="17167001400",283,98,277,99,6,12,1.2,337,279,988,11814,9710,1,45,34,14,6,6,0,92,22,99,83,1,5,60,5,83,55,64,1,25,40,33,2,26,25,-1,0,73,-1,1,-1,1,0,-1,90,100,143,71,29,-1,15,44,36,5,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 001500",="17167001500",233,97,227,100,6,15,1.4,311,317,522,13788,10064,3,34,31,14,19,7,1,88,25,97,74,0,13,71,12,55,22,24,2,19,7,71,6,52,51,1,-1,45,0,-1,0,1,1,19,69,22,156,73,15,11,11,59,72,49,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 001600",="17167001600",365,97,361,100,5,29,2.7,968,266,579,10028,3740,10,42,19,15,13,36,7,41,16,99,88,2,60,88,59,21,76,12,10,65,17,8,-1,92,91,1,-1,8,-1,-1,-1,0,0,10,53,93,162,11,38,51,35,55,81,60,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 001700",="17167001700",61,97,60,100,5,28,2.8,169,315,580,11981,4254,12,21,23,23,21,48,5,33,19,100,77,3,68,90,68,29,100,16,10,63,20,7,-1,87,87,-1,-1,13,-1,-1,-1,0,0,5,60,98,197,7,27,67,37,49,86,95,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 001800",="17167001800",61,97,61,100,4,26,2.8,172,366,611,13808,4897,5,27,25,18,25,46,3,43,21,100,79,-1,62,90,62,20,71,16,8,62,18,11,-1,85,82,-1,-1,15,-1,3,-1,3,0,14,73,93,166,23,21,56,20,31,35,51,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 001900",="17167001900",179,97,179,100,5,25,1.6,285,317,599,13094,8224,2,37,27,17,17,22,2,70,23,98,75,1,22,66,21,51,30,28,6,31,25,37,2,46,46,-1,1,54,-1,-1,-1,0,0,10,57,41,126,67,21,12,9,29,31,44,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 002000",="17167002000",10,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 002100",="17167002100",8,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="44100",="42769",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 002200",="17167002200",30,97,30,100,6,27,2.9,87,384,605,14011,4831,4,41,19,11,26,53,-1,37,21,97,80,-1,77,80,73,23,-1,11,3,83,13,-1,-1,70,70,-1,-1,30,-1,-1,-1,0,0,6,73,90,172,10,40,50,17,12,12,87,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 002300",="17167002300",106,97,106,100,4,12,2.9,307,332,602,12225,4221,9,31,18,22,20,33,5,51,19,100,82,2,72,92,72,31,89,18,8,72,12,8,1,88,85,1,-1,12,2,-1,-1,2,1,5,85,97,187,12,44,43,18,40,53,95,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 002400",="17167002400",282,98,280,100,5,18,2.8,787,329,570,12933,4601,4,30,25,21,20,44,5,40,20,97,79,2,66,91,66,23,78,13,8,65,15,13,1,88,87,-1,-1,13,-1,0,-1,0,1,10,74,91,190,14,20,66,23,32,69,83,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 002500",="17167002500",173,97,172,100,4,20,2.4,406,300,597,11386,4823,12,30,24,17,16,37,6,45,19,99,82,-1,59,87,56,33,92,20,10,64,19,7,-1,83,81,-1,-1,17,1,-1,-1,1,0,8,61,71,131,12,57,31,26,12,37,71,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 002600",="17167002600",50,97,50,100,4,16,3.1,157,371,600,13579,4325,13,22,22,20,24,46,6,40,20,96,76,2,78,84,72,21,100,13,8,68,18,6,-1,78,76,-1,-1,22,2,-1,-1,2,0,10,81,98,192,4,34,62,22,35,19,87,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 002700",="17167002700",26,97,26,100,4,15,2.4,63,380,605,13719,5662,-1,44,16,16,24,38,-1,58,22,100,81,8,46,77,42,46,100,29,8,46,38,8,-1,62,50,4,4,38,-1,4,-1,4,0,4,69,100,177,12,62,27,27,21,11,80,="NA",="44100",="70759",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 002801",="17167002801",29,97,29,100,5,24,2.8,81,363,605,13700,4905,4,32,32,18,14,41,-1,55,21,100,86,3,62,86,66,40,75,17,7,66,14,14,3,69,66,3,-1,31,-1,-1,-1,0,0,6,67,93,146,17,55,28,10,18,21,77,="NA",="44100",="38375",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 002802",="17167002802",142,97,141,100,5,23,2.2,312,307,587,11989,5418,9,34,18,18,22,38,5,43,20,96,75,2,58,86,58,25,86,15,13,60,22,5,-1,87,84,-1,1,13,1,1,-1,1,0,11,51,99,128,23,59,18,21,42,40,10,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 002900",="17167002900",14,97,14,100,3,36,2.1,30,255,605,8146,3801,20,20,30,20,10,50,-1,21,14,100,86,-1,79,86,71,8,100,10,14,57,14,14,-1,79,79,-1,-1,21,-1,-1,-1,0,0,5,46,100,119,7,93,-1,21,9,16,64,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003000",="17167003000",90,97,90,100,4,30,2.8,253,415,596,14939,5314,4,29,20,14,34,52,2,34,23,97,70,2,71,93,69,17,63,11,7,76,9,9,-1,80,79,-1,-1,20,1,-1,-1,1,0,13,63,100,146,12,53,34,12,17,23,55,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003100",="17167003100",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003201",="17167003201",39,97,39,100,4,13,3.1,122,405,605,14559,4654,6,17,33,8,36,49,3,41,22,100,69,8,77,100,85,21,-1,11,3,77,21,-1,-1,82,82,-1,-1,18,-1,-1,-1,0,0,18,63,100,150,8,49,44,5,8,10,72,="NA",="44100",="12684",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003202",="17167003202",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003203",="17167003203",12,97,12,100,5,42,2.5,30,422,605,15819,6327,-1,27,27,18,27,33,-1,58,27,92,67,-1,58,83,58,36,-1,23,25,58,8,8,-1,83,75,-1,-1,17,-1,8,-1,8,0,5,52,100,144,17,58,25,25,3,6,87,="NA",="44100",="12684",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003300",="17167003300",3,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="44100",="58174",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003400",="17167003400",11,97,11,100,5,18,2.8,31,301,605,10723,3805,10,20,30,40,-1,36,-1,55,18,100,82,-1,64,91,55,25,67,13,-1,64,9,27,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,2,42,82,226,18,27,55,27,7,3,90,="NA",="44100",="02921",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003500",="17167003500",22,99,22,100,6,9,1.1,25,279,490,12379,10894,-1,32,55,5,9,5,-1,95,24,100,86,-1,-1,64,-1,90,25,48,-1,14,32,55,5,5,5,-1,-1,91,-1,-1,-1,0,0,-1,61,5,199,95,5,-1,-1,9,3,82,="NA",="44100",="60599",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003601",="17167003601",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003602",="17167003602",8,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="44100",="72000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003603",="17167003603",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003604",="17167003604",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003700",="17167003700",20,88,20,100,5,40,1.1,21,288,528,12692,12087,-1,35,40,15,10,-1,-1,100,25,100,75,-1,-1,70,-1,100,33,48,-1,10,15,75,5,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,34,95,58,95,-1,5,5,1,3,91,="NA",="44100",="99999",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003801",="17167003801",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003802",="17167003802",7,-4,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="44100",="64486",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003901",="17167003901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 003902",="17167003902",24,99,24,100,6,4,1.1,26,319,432,15001,13847,-1,25,38,17,21,4,-1,96,29,96,63,-1,-1,79,-1,100,11,27,-1,4,17,79,8,0,-1,-1,-1,96,-1,-1,-1,0,0,-1,93,100,70,100,-1,-1,-1,6,4,92,="NA",="44100",="64759",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 004000",="17167004000",36,88,35,100,6,26,1.1,37,324,523,14298,13525,-1,46,9,29,17,-1,-1,100,28,97,60,-1,-1,66,-1,90,28,46,-1,11,17,71,6,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,67,100,58,100,-1,-1,-1,9,2,85,="NA",="44100",="09434",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Sangamon County 999999",="17167999999",6,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="44100",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Schuyler County 970100",="17169970100",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Schuyler County 970200",="17169970200",2,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="99999",="66339",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Schuyler County 970300",="17169970300",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Schuyler County 999999",="17169999999",15,98,13,88,3,8,1.1,14,266,372,13041,12109,-1,23,54,23,-1,-1,-1,100,31,100,54,-1,-1,85,-1,-1,-1,0,-1,-1,-1,100,38,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,39,100,41,100,-1,-1,-1,17,6,75,="NA",="99999",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Scott County 970600",="17171970600",5,-4,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="27300",="06899",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Scott County 970700",="17171970700",65,98,63,99,7,21,1.9,117,283,324,14718,7925,5,18,24,22,31,25,-1,62,30,84,56,6,25,75,27,17,36,15,2,37,17,44,6,0,-1,-1,-1,100,-1,-1,-1,0,0,14,87,65,79,60,14,25,3,15,2,80,="NA",="27300",="82270",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Scott County 999999",="17171999999",35,98,34,99,7,26,1.9,64,241,324,12912,6859,-1,33,22,26,19,29,-1,50,26,88,68,6,26,62,26,18,17,11,12,38,15,35,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,7,56,32,84,62,18,21,9,12,2,80,="NA",="27300",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Shelby County 959100",="17173959100",15,96,14,100,6,21,1.1,15,255,236,12612,11772,14,36,21,14,14,7,-1,93,31,86,57,-1,-1,50,-1,57,43,47,-1,21,29,50,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,2,66,-1,-1,100,-1,-1,-1,13,2,85,="NA",="99999",="26116",="NA",="NA",="IL",="NA",="NA"
